Rank,Name,Team,Games,RP,D,K,HB,CP,M,Cl,I50,G,B,SI,IP,T,BOU,HO,HOA,TGB,HBG,LBG,HR,CM,UM,IM,MI50,CC,BUC,TIC,R50,FF,FA,KI,1%,GST,BTO,MTO,FTO,PR,Ch,Sm,Sp,KO,FTKL,MTKL,BTKL,GA,GA%,DE%,K%,H%,I50%,C%,R50%
220,Mitchell Serra,Shepparton United,13,705,158,93,65,40,54,5,29,3,1,36,29,20,2,0,0,24,5,19,5,6,48,7,2,1,1,3,10,7,2,1,18,0,0,12,6,45,10,1,1,4,4,13,3,8,75,78,72,86,79,60,70
221,Reuben Rode,Kyabram,10,704,145,77,68,66,31,15,20,9,3,50,26,34,1,1,1,45,8,37,3,5,26,1,6,2,10,3,7,12,2,0,15,0,1,12,8,67,10,2,1,2,11,21,2,13,75,72,65,79,55,80,86
222,Jack Christopher,Mansfield,12,693,72,32,40,48,16,20,10,0,0,19,22,48,0,191,40,26,8,18,0,4,12,6,2,7,11,2,9,8,6,0,33,0,1,5,3,62,2,1,22,5,5,36,7,2,0,74,53,90,50,75,56
223,Timothy Looby,Shepparton United,16,692,123,98,25,47,61,5,17,18,23,72,5,7,0,5,0,19,7,12,0,20,41,1,44,1,3,1,0,6,1,0,7,0,0,3,14,18,6,0,0,1,5,2,0,15,42,53,50,64,59,20,0
224,Jack Johnston,Mooroopna,9,681,115,81,34,57,46,10,15,17,9,49,17,18,0,39,12,23,8,15,0,12,34,6,18,0,6,4,5,16,10,0,11,0,0,15,10,33,3,0,8,0,6,8,4,9,65,58,52,74,53,50,0
225,Benjamin Cooney,Seymour,13,681,115,74,41,54,39,3,6,3,2,25,59,24,0,1,0,30,13,17,2,14,25,23,4,0,1,2,12,8,10,0,23,0,7,4,2,49,6,1,16,0,1,14,9,0,60,76,72,83,50,67,75
226,Jack Frewen,Euroa,12,672,128,59,69,72,31,15,14,3,1,29,35,53,0,0,0,50,25,25,1,4,27,4,2,3,5,7,7,15,10,1,21,0,2,14,7,100,13,0,4,2,6,35,12,5,75,72,68,75,50,67,71
227,Jake Parkinson,Kyabram,9,661,135,100,35,35,34,8,20,2,0,24,42,23,3,0,0,28,12,16,10,1,33,9,0,2,4,2,21,3,6,3,21,0,0,14,5,50,1,1,15,2,1,15,7,3,100,76,71,91,60,50,81
228,Tom Sparks,Rochester,13,650,169,122,47,54,47,9,22,0,2,18,58,24,2,0,0,41,13,28,8,5,42,10,1,3,3,3,30,7,13,17,14,0,8,28,10,51,3,2,8,1,2,10,12,0,0,66,62,74,32,78,57
229,Colby Mathieson,Benalla,16,646,106,47,59,53,17,16,4,0,0,9,32,65,0,0,0,35,11,24,0,1,16,2,0,6,3,7,22,15,7,0,58,0,5,15,1,103,9,4,33,5,3,42,20,0,0,69,66,71,50,63,45
230,Tom Riley,Benalla,14,633,134,107,27,42,47,7,26,17,13,46,14,23,0,1,1,25,3,22,3,3,44,0,20,0,5,2,3,8,3,0,30,0,0,12,19,83,19,0,5,6,10,13,0,2,56,48,42,70,42,43,100
231,Mackenzie Calleja,Mooroopna,8,617,106,80,26,48,42,3,9,0,0,9,49,18,1,4,2,24,5,19,3,10,32,14,0,0,1,2,25,13,8,0,31,0,2,12,2,34,1,1,24,3,0,10,8,2,0,62,59,73,22,33,48
232,Liam Rachele,Shepparton Swans,12,610,119,72,47,53,41,10,22,7,7,32,24,41,1,0,0,39,16,23,1,6,35,8,6,0,5,5,2,9,6,0,14,0,0,17,10,75,8,0,1,5,12,27,2,6,50,63,56,74,55,70,50
233,Noah Muir,Shepparton Bears,10,608,157,83,74,57,31,14,27,8,3,49,18,27,0,0,0,43,21,22,4,1,30,1,7,2,8,4,2,3,6,0,11,0,0,19,16,48,6,1,1,3,7,19,1,11,72,63,54,73,52,57,100
234,Adam Decicco,Shepparton Bears,7,606,133,67,66,72,27,28,25,1,1,24,26,44,0,0,0,45,21,24,4,3,24,1,0,10,10,8,7,13,10,0,8,0,1,15,9,73,2,1,2,3,8,31,5,5,50,60,48,73,28,54,43
235,Nicholas Loverso,Shepparton United,12,601,139,92,47,43,51,6,23,0,0,27,34,31,0,0,0,30,13,17,8,2,49,6,5,0,5,1,9,7,9,0,15,0,1,8,13,62,11,1,1,2,6,23,2,3,0,70,63,83,52,83,56
236,Thomas Martin,Seymour,14,589,112,60,52,49,38,5,8,1,2,19,50,20,0,1,0,37,14,23,1,4,34,10,0,0,4,1,22,3,10,5,30,0,6,9,4,45,6,1,18,3,3,4,13,2,33,79,75,85,63,80,68
237,Adam Giobbi,Euroa,10,584,130,108,22,43,49,0,11,6,9,25,37,6,0,1,0,24,5,19,10,12,37,16,12,0,0,0,42,2,10,10,14,0,2,25,7,23,3,2,7,2,1,1,4,3,40,55,54,64,55,0,50
238,Kade Alper,Shepparton Swans,12,583,132,97,35,32,62,6,18,3,1,21,25,15,0,7,2,18,9,9,4,9,53,6,9,2,1,3,16,5,5,1,22,0,1,21,12,46,5,2,11,2,3,9,3,5,75,64,61,74,39,33,63
239,Caiden Phillips,Shepparton United,11,583,113,74,39,30,37,3,8,0,1,23,37,23,1,0,0,21,4,17,3,3,34,9,1,0,3,0,14,8,4,2,42,0,4,8,2,45,5,3,25,7,0,10,13,1,0,75,80,67,75,67,57
240,Jay Canterbury,Mansfield,10,580,83,46,37,38,37,4,5,2,0,13,38,22,1,6,2,19,7,12,1,10,27,19,0,0,4,0,15,5,7,0,34,0,4,8,0,37,2,2,28,2,4,7,11,2,100,77,76,78,60,100,80
241,Fergus Schier,Mansfield,12,578,73,17,56,48,11,22,3,1,0,28,16,17,0,234,64,30,10,20,0,2,9,2,3,9,7,6,5,12,13,0,21,0,2,10,1,29,0,2,8,9,4,10,3,2,100,73,41,82,33,73,60
242,Will Dwyer,Shepparton Swans,13,578,129,83,46,62,29,29,25,6,4,48,17,35,0,31,4,42,18,24,1,3,26,1,6,6,17,6,7,4,20,0,19,0,0,17,17,74,7,3,1,6,10,23,2,7,54,66,58,80,48,52,100
243,Rory Duffy,Shepparton Swans,12,570,136,85,51,35,42,8,23,4,2,19,29,15,4,0,0,30,10,20,3,0,42,4,5,1,4,3,10,3,2,2,15,0,1,12,8,45,6,1,2,5,6,9,0,2,66,76,68,88,57,75,80
244,Cade Dealy,Tatura,10,558,138,107,31,25,62,2,7,2,0,10,16,12,1,0,0,16,4,12,2,5,57,4,2,0,1,1,20,0,1,13,14,0,3,12,3,40,7,1,5,1,1,7,4,0,100,77,79,71,29,0,80
245,Tom Bennett,Benalla,8,548,121,73,48,47,32,19,24,1,0,17,27,20,3,0,0,28,7,21,2,3,29,3,0,3,14,2,13,8,11,2,18,0,2,10,6,44,0,1,11,4,1,14,5,1,100,74,66,85,63,63,77
246,Xavier Hutchison,Tatura,9,537,115,89,26,40,39,7,9,0,0,5,29,25,5,0,0,22,3,19,2,6,33,10,0,1,5,1,34,8,1,17,21,0,4,19,5,48,10,1,8,2,0,17,8,0,0,63,58,81,33,43,65
247,Angus Williams,Shepparton Bears,8,535,78,47,31,42,34,2,10,11,7,34,25,21,0,26,3,20,6,14,0,13,21,7,19,1,1,0,5,8,3,0,14,0,1,4,9,40,2,0,7,3,9,11,1,4,61,55,51,61,40,50,60
248,Jonty Wardle,Shepparton Bears,8,535,114,72,42,45,40,4,12,0,0,13,39,17,0,0,0,26,9,17,0,8,32,10,2,0,2,2,11,10,9,2,32,0,8,13,3,34,3,0,26,3,1,6,10,3,0,69,64,79,33,75,45
249,Cooper Barber,Echuca,7,527,105,63,42,43,31,17,15,9,3,47,10,22,0,0,0,24,10,14,1,6,25,3,12,3,10,4,2,5,6,0,7,0,0,4,10,47,0,1,2,3,6,16,0,5,75,70,59,88,60,59,50
250,Nicholas Dundon,Seymour,12,527,127,84,43,38,46,5,15,3,0,18,29,15,2,0,0,29,13,16,6,3,43,6,2,2,1,2,12,3,3,0,13,0,1,17,7,38,5,1,7,0,0,10,5,0,100,66,60,79,40,80,67
251,Keily Jager,Euroa,14,524,97,53,44,47,28,3,13,5,5,23,25,43,1,0,0,31,13,18,0,3,25,7,6,0,2,1,5,13,11,0,21,0,0,10,7,90,17,1,2,1,13,28,2,3,50,70,53,91,46,67,80
252,Cooper Holdsworth-Rose,Seymour,12,523,97,72,25,27,47,2,7,0,0,11,27,26,0,1,0,16,8,8,0,3,44,7,0,0,2,0,21,6,8,2,39,0,5,12,5,58,7,2,28,1,0,10,16,0,0,69,65,80,14,50,62
253,Gus Van der Heyden,Mansfield,8,516,42,28,14,37,8,15,14,0,1,16,12,36,0,238,64,14,7,7,0,2,6,2,0,4,4,7,3,11,13,0,14,0,1,16,2,60,0,3,4,4,7,22,7,4,0,45,39,57,29,53,67
254,Harrison Bell,Mooroopna,9,516,107,64,43,44,31,8,15,14,6,36,12,14,0,0,0,27,12,15,1,7,24,1,17,1,3,4,2,5,7,0,12,0,0,9,9,41,8,3,1,0,6,8,0,4,70,64,56,74,53,88,100
255,Patrick Warner,Benalla,14,515,122,67,55,43,30,5,25,4,2,36,28,17,0,0,0,32,7,25,5,0,30,3,5,1,1,3,4,12,2,0,21,0,1,15,11,53,9,2,3,3,5,9,3,7,66,65,57,75,40,60,50
256,Noah Williams,Mooroopna,12,511,112,56,56,38,24,4,22,13,10,47,10,19,15,0,0,25,6,19,7,4,20,0,9,0,3,1,0,6,5,0,17,0,0,8,7,51,6,0,5,5,8,10,1,6,56,65,50,80,55,50,0
257,Campbell Smedley,Mansfield,10,503,91,54,37,50,17,18,13,2,1,14,29,34,0,6,2,27,11,16,1,7,10,10,1,5,9,4,9,10,8,1,18,0,2,14,5,53,1,5,10,2,5,16,13,0,66,68,61,78,62,72,56
258,Michael Barlow,Shepparton United,4,502,126,60,66,59,24,36,10,2,2,26,13,10,0,1,0,36,19,17,4,4,20,0,3,10,17,9,10,5,3,0,4,0,1,15,4,19,2,0,1,1,1,8,1,3,50,66,58,73,80,50,50
259,Charlie McCarthy,Benalla,13,496,113,63,50,51,19,6,10,0,0,10,49,36,1,2,1,35,16,19,1,0,19,3,1,0,4,2,17,14,11,0,18,0,8,17,5,68,10,1,5,1,0,24,12,2,0,69,63,76,50,67,65
260,Mitchell Elliott,Tatura,10,491,137,75,62,49,34,27,15,0,0,13,20,27,0,0,0,34,2,32,4,1,33,2,2,9,8,10,11,4,3,0,10,0,1,20,13,49,3,1,1,5,5,18,4,2,0,59,51,69,47,52,64
261,Travis Young,Benalla,7,490,108,63,45,59,18,23,24,1,3,18,26,20,1,0,0,39,13,26,4,1,17,3,3,8,8,7,11,7,7,0,21,0,1,14,9,55,8,0,7,5,3,16,1,1,25,59,46,78,46,43,64
262,Charlie Murdoch,Tatura,9,487,132,80,52,46,37,9,7,0,1,12,35,19,2,0,0,38,7,31,0,1,36,7,1,0,6,3,15,6,11,1,14,0,4,22,4,48,6,3,1,4,1,13,5,2,0,64,59,71,43,56,47
263,Harrison Mazzella,Shepparton Swans,11,486,103,60,43,44,33,8,25,4,3,27,13,32,0,1,0,36,9,27,1,0,33,0,6,1,4,3,0,9,5,0,7,0,0,7,12,52,4,0,0,3,15,17,0,8,57,65,57,77,68,38,0
264,Will Wood,Mooroopna,10,483,57,31,26,37,16,14,2,8,2,19,14,17,0,157,24,19,7,12,0,6,10,2,8,2,9,3,6,5,6,0,6,0,2,4,2,36,3,1,2,0,2,8,7,3,80,70,71,69,100,71,83
265,Jack Sheldon,Kyabram,12,479,105,60,45,37,26,8,10,1,0,20,35,22,0,0,0,30,4,26,2,4,22,5,0,0,7,1,15,1,9,0,35,0,1,16,3,37,2,2,24,6,0,8,14,1,100,71,62,84,40,75,40
266,Jack Walters,Euroa,8,478,88,52,36,32,32,5,4,0,1,17,37,22,1,0,0,25,13,12,1,3,29,7,2,2,2,1,17,2,1,0,18,0,1,7,3,43,5,3,5,4,0,14,8,1,0,75,75,75,25,80,82
267,Isaiah Scoble,Kyabram,10,478,96,68,28,42,28,5,18,10,5,36,17,22,3,0,0,31,9,22,4,3,25,1,2,1,4,0,6,7,7,0,11,0,0,8,5,35,2,1,1,6,6,14,2,3,66,72,69,79,61,80,67
268,Hunter Wileman,Rochester,12,478,101,54,47,35,32,8,16,7,4,30,15,37,1,0,0,30,5,25,1,1,31,0,6,1,6,1,3,5,5,0,9,0,0,12,10,70,5,0,0,3,12,22,3,6,63,64,54,77,38,63,67
269,Sean Johns,Tatura,8,478,98,64,34,54,27,16,7,7,6,29,17,20,2,1,0,31,12,19,5,4,23,2,8,3,6,7,9,9,11,0,7,0,0,12,6,30,4,1,0,2,4,13,3,4,53,71,67,79,43,56,67
270,Brayden Van Winden,Mansfield,15,467,49,26,23,29,6,2,0,0,1,6,30,64,0,0,0,20,5,15,0,0,6,2,0,0,2,0,11,8,7,0,59,0,3,10,0,105,5,4,37,8,1,29,34,0,0,55,46,65,0,0,55
271,Curtis Ryan,Tatura,6,467,109,87,22,28,29,5,10,2,0,13,20,18,1,1,1,18,3,15,5,4,25,6,0,0,2,3,29,2,6,20,12,0,3,16,2,33,2,0,8,1,4,8,6,0,100,72,69,86,70,40,72
272,Hamish Willett,Benalla,14,466,127,66,61,39,38,7,14,1,2,21,15,18,7,0,0,29,8,21,8,3,35,1,1,0,5,2,9,2,4,1,17,0,2,14,3,43,8,1,3,2,3,13,2,2,33,66,62,70,57,57,56
273,Jobe Jakobs,Mooroopna,12,462,103,60,43,27,35,3,3,0,1,13,31,23,7,0,0,16,2,14,5,1,34,5,1,1,2,0,18,11,6,1,19,0,3,10,2,46,5,0,11,3,0,10,13,0,0,69,60,81,0,67,61
274,William Kelly,Mansfield,6,451,78,49,29,39,27,7,12,12,7,35,8,18,0,10,0,20,7,13,3,9,18,2,12,0,3,4,1,5,6,0,12,0,0,4,9,25,3,3,6,0,13,4,1,5,63,63,57,72,42,57,100
275,Tom Maloney,Seymour,5,445,94,51,43,51,26,19,23,3,4,31,13,24,1,0,0,36,13,23,0,6,20,2,3,4,9,6,2,7,7,0,7,0,1,11,11,43,3,1,0,3,10,12,2,5,42,62,51,74,52,68,0
276,Darby Wileman,Rochester,10,437,96,62,34,40,30,6,21,6,2,21,15,28,6,0,0,30,14,16,2,3,27,1,4,1,2,3,5,6,9,0,20,0,2,12,13,64,11,3,2,2,3,24,1,3,75,66,63,71,43,100,80
277,Liam Smith,Mansfield,10,434,110,64,46,43,20,7,16,5,6,27,22,26,0,0,0,33,6,27,3,0,20,1,4,2,4,1,5,7,3,0,27,0,1,17,13,51,6,2,7,8,3,22,1,3,45,54,39,74,44,57,20
278,Ethan Maney,Benalla,6,433,95,58,37,34,32,6,26,2,6,18,13,21,0,1,1,23,10,13,4,4,28,2,2,0,5,1,6,6,8,0,5,0,1,9,6,35,1,0,2,2,8,13,0,4,25,69,60,84,58,50,33
279,Andrew Ciavarella,Tatura,8,432,113,61,52,41,30,16,9,0,3,16,19,16,0,0,0,27,12,15,1,4,26,2,4,6,5,5,10,5,7,0,10,0,2,14,5,39,2,4,1,3,5,10,1,3,0,65,57,73,67,56,40
280,Lincoln Mckernan,Euroa,12,428,86,41,45,28,31,5,1,0,0,9,20,14,1,14,4,20,4,16,0,1,30,5,0,0,2,3,8,7,4,0,29,0,2,10,0,27,1,1,19,7,5,3,6,1,0,74,73,76,100,40,25
281,Ryan Ash,Shepparton Bears,7,428,95,61,34,46,16,8,18,2,2,18,30,21,0,0,0,37,12,25,3,1,15,5,0,0,6,2,14,5,5,4,12,0,1,16,5,50,4,1,5,1,2,16,3,0,50,62,54,76,44,63,64
282,Rory Kennedy,Seymour,6,419,87,65,22,38,26,11,13,10,6,26,10,20,1,0,0,25,8,17,1,5,21,0,8,0,8,3,3,3,6,0,2,0,0,7,9,36,0,2,0,0,11,9,0,4,62,52,49,59,38,64,33
283,Angus Bolitho,Mansfield,9,410,69,31,38,30,26,3,3,0,0,7,34,24,0,0,0,22,7,15,0,7,19,14,0,0,2,1,7,3,5,0,27,0,6,7,1,52,6,1,18,0,0,15,9,0,0,67,71,63,67,67,29
284,Owain Boyle,Benalla,7,403,107,76,31,36,41,10,14,2,2,21,17,18,2,0,0,22,7,15,1,7,34,2,2,2,5,3,11,5,12,0,14,0,0,21,12,49,6,1,6,1,3,12,3,3,50,57,50,74,29,50,18
285,Kobie Issell,Mooroopna,8,403,79,52,27,30,28,3,18,7,9,38,9,10,3,0,0,23,5,18,0,2,26,2,12,0,2,1,0,3,3,0,17,0,0,1,9,34,8,1,4,4,4,6,0,5,43,65,56,81,50,33,0
286,Liam Scopelliti,Tatura,10,402,76,58,18,43,18,9,11,5,3,18,24,27,0,0,0,19,2,17,0,6,12,2,5,2,4,3,6,14,8,0,10,0,0,8,7,45,4,2,4,0,6,15,6,0,55,67,64,78,27,44,50
287,Echuca 26,Echuca,7,399,79,57,22,33,25,3,10,0,0,12,33,21,0,0,0,21,12,9,1,4,21,10,0,0,3,0,9,2,7,0,12,0,2,11,1,37,3,3,2,1,0,12,9,0,0,76,72,86,70,100,56
288,Xavier Lewis,Shepparton Bears,7,396,106,62,44,39,22,12,17,2,7,35,15,12,1,0,0,31,8,23,1,0,22,0,4,1,10,1,4,3,6,0,16,0,1,10,8,30,4,2,3,7,3,8,1,4,22,58,50,68,35,67,75
289,Seamus Feery,Seymour,11,394,84,40,44,31,32,8,8,3,1,16,19,22,0,13,2,19,8,11,0,5,27,4,5,1,7,0,5,4,13,0,13,0,3,8,3,49,2,2,3,3,4,15,3,1,75,75,55,93,25,75,40
290,Bailey Boyack,Rochester,7,387,100,36,64,42,20,24,16,0,0,19,10,12,0,0,0,29,9,20,1,1,19,0,2,9,7,8,1,3,5,0,10,0,1,8,6,37,4,3,0,1,3,7,2,3,0,77,50,92,50,83,0
291,Jordan Anderson,Mooroopna,10,383,102,58,44,40,19,6,12,1,0,16,21,27,0,0,0,22,5,17,1,2,17,1,1,0,5,1,4,10,5,0,19,0,2,15,7,62,11,4,3,1,2,20,5,4,100,63,50,80,42,67,75
292,Spencer Sharp,Shepparton Bears,5,383,84,57,27,24,34,7,14,3,1,18,20,7,1,0,0,20,6,14,1,3,31,7,4,1,2,4,10,1,2,0,5,0,0,8,6,19,1,0,2,0,1,6,0,0,75,68,63,78,50,57,70
293,Fraser Cleary,Rochester,7,379,100,67,33,39,29,6,18,2,0,15,28,12,3,0,0,28,8,20,5,1,28,6,1,0,3,3,10,4,10,1,9,0,2,20,10,24,2,0,5,2,2,7,3,1,100,64,61,70,44,50,70
294,Harrison Keating,Rochester,8,377,88,52,36,33,19,7,15,6,4,31,10,7,0,0,0,28,4,24,1,2,17,1,5,0,6,1,1,1,0,0,11,0,0,9,2,26,3,0,1,6,0,6,1,6,60,72,67,78,80,71,100
295,Sam Sheldon,Kyabram,8,370,95,64,31,28,24,6,11,0,2,13,30,14,0,0,0,22,11,11,3,1,23,6,0,0,4,2,15,4,4,3,9,0,4,11,3,26,2,1,4,2,1,9,4,0,0,60,52,77,27,50,40
296,Caelan Templeton,Rochester,10,368,89,62,27,33,28,3,22,3,1,20,19,19,0,0,0,26,10,16,1,3,25,6,4,0,1,2,2,3,7,0,13,0,0,14,16,51,7,3,1,2,6,13,0,3,75,60,53,74,36,67,50
297,Marty Hore,Rochester,3,361,77,69,8,22,18,0,7,1,0,10,30,6,0,0,0,11,1,10,7,6,12,13,0,0,0,0,29,5,5,22,14,0,1,11,4,8,0,0,13,0,0,5,1,0,100,65,64,75,29,0,55
298,Josh Porter,Seymour,6,361,92,53,39,33,24,1,6,0,0,20,25,10,2,0,0,26,8,18,7,1,23,3,0,0,1,0,11,4,4,1,11,0,2,9,3,25,6,0,5,0,0,8,2,0,0,77,75,79,33,100,45
299,Brett Mahoney,Mansfield,4,360,83,42,41,29,16,10,18,2,3,30,8,12,3,0,0,20,3,17,2,0,16,0,2,2,3,5,3,4,1,0,4,0,0,4,5,22,2,0,1,0,5,7,0,7,40,75,62,88,56,80,100
300,Angus Byrne,Echuca,5,358,60,45,15,37,33,0,12,9,6,31,2,6,0,2,0,11,2,9,0,19,14,0,19,0,0,0,0,5,5,0,5,0,0,4,6,15,3,0,1,1,4,2,0,6,56,68,60,93,75,0,0
301,Jessie Johnstone,Echuca,7,357,78,56,22,25,23,6,22,3,1,22,16,15,0,0,0,20,5,15,3,1,22,4,4,0,4,2,3,2,4,1,13,0,3,5,11,39,5,4,4,0,3,9,3,6,75,64,59,77,41,33,67
302,Dylan Davis,Seymour,11,357,71,40,31,33,15,6,11,0,0,15,25,21,0,0,0,24,11,13,3,1,14,3,0,0,2,4,8,4,2,0,17,0,0,12,2,48,1,4,10,1,2,12,7,4,0,70,65,77,55,67,75
303,Kye Jeffery,Shepparton United,9,356,70,33,37,38,16,6,10,5,1,28,9,20,0,0,0,29,11,18,1,3,13,0,3,1,2,3,2,5,4,0,19,0,0,4,7,43,13,0,1,0,8,11,1,6,83,69,61,76,50,83,50
304,Seymour 49,Seymour,4,354,74,65,9,20,30,2,16,5,0,24,10,7,0,0,0,9,3,6,5,6,24,1,3,0,1,1,5,3,5,0,6,0,1,6,3,25,3,0,2,1,5,2,0,5,100,81,80,89,81,50,80
305,Nicholas McCabe,Euroa,11,352,82,45,37,23,26,1,5,0,0,6,17,15,1,0,0,16,6,10,1,3,23,5,0,0,1,0,19,5,4,2,17,0,1,13,4,32,2,0,13,1,1,8,6,0,0,72,67,78,60,100,63
306,Flynn Grumley,Shepparton Swans,4,351,82,46,36,34,14,9,12,0,0,11,26,15,1,0,0,28,10,18,0,0,14,2,0,1,6,2,14,2,2,1,9,0,3,9,4,42,2,0,5,1,1,10,4,1,0,60,50,72,50,78,64
307,Blake Armstrong,Tatura,13,348,72,55,17,21,35,1,16,7,5,20,7,20,0,0,0,11,3,8,0,3,32,2,10,0,1,0,1,5,5,0,15,0,2,7,10,53,10,0,4,0,6,12,2,2,58,51,45,71,44,0,0
308,Riley Northcott,Mansfield,10,335,78,37,41,37,12,6,16,5,4,30,14,21,3,0,0,27,5,22,1,2,10,1,2,0,2,4,1,6,6,0,13,0,0,6,15,42,8,0,2,2,4,17,0,6,55,68,54,80,31,67,100
309,Hugo Cornell,Benalla,7,327,88,48,40,19,28,2,10,0,1,10,15,10,0,0,0,16,5,11,0,1,27,3,0,0,1,1,10,4,1,0,9,0,0,11,3,31,6,0,2,1,0,9,1,2,0,72,58,88,60,100,70
310,Nicholas Watt,Tatura,8,318,69,30,39,35,24,10,4,1,1,8,7,20,0,0,0,26,7,19,1,0,24,2,2,0,7,3,2,2,5,0,13,0,0,4,6,50,12,0,0,1,5,11,4,1,50,70,57,79,50,80,50
311,Ben Les,Mansfield,3,316,66,50,16,16,21,0,3,0,0,3,25,4,0,0,0,11,2,9,3,4,17,12,0,0,0,0,20,0,2,17,9,0,1,7,2,7,1,0,6,2,1,2,1,0,0,79,78,81,0,0,70
312,Jude Palmer,Rochester,8,313,52,31,21,27,25,5,8,3,6,16,9,13,0,22,4,12,5,7,0,9,16,3,10,0,2,3,2,2,5,0,14,0,0,2,6,38,9,2,3,0,10,3,0,1,33,60,48,76,38,60,100
313,Nate Sutherland,Shepparton Swans,8,312,49,16,33,27,6,14,3,0,1,15,10,18,0,143,25,16,6,10,0,0,6,2,0,2,11,1,3,5,7,0,8,0,1,10,1,39,1,1,1,3,0,14,4,1,0,57,31,70,33,71,0
314,Adam Zimmermann,Euroa,6,305,35,19,16,16,8,6,4,0,2,16,6,15,0,115,35,8,1,7,0,4,4,2,2,2,2,2,2,5,3,0,13,0,1,3,4,31,5,1,3,3,4,5,6,0,0,54,42,69,25,50,100
315,Ryan Butler,Tatura,8,305,74,48,26,30,21,8,17,6,0,15,8,9,0,0,0,20,10,10,1,2,19,0,5,3,3,2,2,5,4,0,5,0,0,9,12,21,3,0,0,1,3,6,0,5,100,64,54,81,47,50,50
316,Archie Wilson,Euroa,6,304,53,28,25,18,17,4,11,3,0,18,9,24,2,0,0,12,7,5,1,1,16,5,4,1,2,1,1,4,5,0,14,0,0,7,4,52,9,3,0,0,9,13,2,5,100,77,75,80,64,75,0
317,William Brooks,Mansfield,6,302,47,22,25,27,9,0,1,0,0,3,32,10,0,2,0,21,7,14,0,3,6,5,0,0,0,0,13,4,4,1,23,0,1,5,0,21,0,2,18,0,1,2,7,0,0,66,50,80,100,0,54
318,Michael Archer,Tatura,5,288,77,55,22,13,28,4,7,0,1,5,13,7,1,0,0,11,2,9,4,0,28,4,1,1,0,3,18,1,1,8,6,0,3,10,3,14,1,0,4,0,0,6,1,0,0,61,56,73,29,25,50
319,Benjamin McCarthy,Seymour,7,287,73,49,24,25,24,2,13,1,2,17,12,17,0,0,0,18,5,13,1,2,22,0,3,0,1,1,6,4,4,0,11,0,2,6,7,40,9,2,0,0,5,10,2,1,33,63,53,83,54,50,100
320,David O'Dwyer,Shepparton United,4,284,32,18,14,27,2,20,8,0,0,10,8,6,0,101,26,4,2,2,0,0,2,1,0,3,9,8,1,5,2,0,2,0,0,3,1,10,0,0,1,1,0,5,1,2,0,69,61,79,75,70,100
321,Henry Thomas,Euroa,8,279,67,23,44,23,18,4,5,0,1,13,9,21,0,0,0,17,6,11,1,2,16,1,0,0,3,1,1,4,5,0,9,0,1,3,3,45,2,2,2,0,4,15,2,1,0,79,65,86,40,100,100
322,Adam Storer,Mansfield,8,270,52,30,22,18,20,0,9,7,2,16,5,10,0,1,0,12,3,9,0,3,17,1,5,0,0,0,6,3,3,1,11,0,0,6,4,24,1,2,4,1,5,4,1,2,77,56,53,59,56,0,17
323,Steele Simpson,Shepparton Swans,5,270,51,43,8,16,27,0,12,7,6,26,4,5,4,3,0,7,2,5,0,5,22,1,14,0,0,0,0,2,3,0,8,0,0,1,12,13,3,2,1,0,2,3,0,5,53,59,58,63,75,0,0
324,Al Bennett,Mansfield,7,268,47,35,12,18,21,2,4,11,7,30,6,10,0,0,0,12,4,8,0,2,19,2,6,0,1,1,0,6,4,0,2,0,1,3,4,16,1,0,0,1,5,5,0,2,61,66,60,83,75,50,0
325,Adam Pulsoni,Kyabram,7,266,68,38,30,14,21,3,5,1,1,19,13,11,0,0,0,12,3,9,0,0,21,3,1,0,2,1,4,3,6,0,9,0,1,5,2,26,2,0,4,3,1,8,2,0,50,82,84,80,80,100,100
326,Daniel Bruno,Mansfield,9,266,62,34,28,28,12,4,11,0,0,5,30,6,0,0,0,21,8,13,2,2,10,7,0,0,2,2,5,7,6,0,12,0,2,5,5,23,3,0,6,3,0,5,1,0,0,61,41,86,18,100,60
327,Oscar Willis,Tatura,6,263,60,45,15,19,14,4,4,1,1,3,18,16,1,0,0,15,1,14,0,0,14,1,0,1,2,1,14,4,5,3,18,0,1,9,4,27,7,0,10,1,1,6,9,0,50,60,56,73,25,75,43
328,Andrew Riordan,Shepparton Swans,4,260,41,20,21,17,16,1,12,5,1,20,6,10,0,0,0,13,3,10,0,2,14,1,7,0,0,1,0,2,0,0,3,0,0,0,2,15,1,0,2,0,6,4,0,6,83,80,80,81,83,100,0
329,Sam Thomson,Seymour,7,258,54,36,18,24,20,0,8,1,4,15,18,12,1,0,0,14,5,9,0,5,15,5,4,0,0,0,4,4,2,0,6,0,0,10,2,27,1,0,3,1,2,10,0,2,20,63,56,78,50,0,50
330,Mitch Cricelli,Rochester,3,256,33,31,2,18,18,0,3,15,8,27,0,4,0,4,0,4,2,2,0,9,9,0,16,0,0,0,0,5,2,0,1,0,0,1,4,4,0,0,0,1,2,2,0,0,65,64,65,50,100,0,0
331,Jai Milligan,Echuca,4,253,50,27,23,25,10,2,5,0,0,8,20,10,0,3,1,18,5,13,3,3,7,6,0,0,2,0,4,3,2,0,14,0,2,4,2,17,1,3,8,2,1,6,3,1,0,68,67,70,20,50,100
